time,tavg,tmin,tmax,prcp,ID
01-01-1990,23.2,17,,0,5
02-01-1990,22.2,16.5,29.9,0,5
03-01-1990,21.8,16.3,30.7,0,5
04-01-1990,25.4,17.9,31.8,0,5
05-01-1990,26.5,19.3,33.7,0,5
06-01-1990,25.1,19.8,33.5,0,5
07-01-1990,26,18.9,33.7,0,5
08-01-1990,26.6,18.8,34.6,0,5
09-01-1990,25.1,19,34.4,0,5
10-01-1990,26.8,19.3,34.7,0,5
11-01-1990,25.6,18.5,34,0,5
12-01-1990,24.3,17.5,35,0,5
13-01-1990,22.4,16.5,34.4,0,5
14-01-1990,25.4,16.3,,0,5
15-01-1990,23.7,15,32.4,0,5
16-01-1990,24,15.8,33.5,0,5
17-01-1990,24.8,16.7,34.1,0,5
18-01-1990,23.8,16.3,34.8,0,5
19-01-1990,25.5,17.5,35.2,0,5
20-01-1990,25.2,16,34.4,0,5
21-01-1990,25.4,,32.7,0,5
22-01-1990,25.8,17,35.3,0,5
23-01-1990,26.4,18,36,0,5
24-01-1990,26.1,18.2,36,0,5
25-01-1990,25.5,18.6,37.1,0,5
26-01-1990,25.9,18.7,,0,5
27-01-1990,25.2,16.9,32.7,0,5
28-01-1990,24.1,17.5,31.2,0,5
29-01-1990,23.8,15,32.6,0,5
30-01-1990,24.2,17,35.2,0,5
31-01-1990,24.3,10.5,32.8,0,5
01-02-1990,24.2,17.5,31.1,0,5
02-02-1990,23.2,16,31.1,0,5
03-02-1990,24.8,15.4,32.6,0,5
04-02-1990,23.8,15.7,33.3,0,5
05-02-1990,24,15.3,33.2,0,5
06-02-1990,26,17.5,37,0,5
07-02-1990,27.1,20.6,36.2,0,5
08-02-1990,27,20.7,34.9,0,5
09-02-1990,26.5,21.3,33.8,0,5
10-02-1990,28.2,21.5,36.3,0,5
11-02-1990,28.1,22.2,36.5,0,5
12-02-1990,28.1,,35.1,0,5
13-02-1990,27,,32,0,5
14-02-1990,25.3,21,31.1,0,5
15-02-1990,24.3,,29.8,0,5
16-02-1990,23.9,17.7,30.1,0,5
17-02-1990,24.1,17.5,30.3,0,5
18-02-1990,23,,27.9,0,5
19-02-1990,22.6,,28.5,0,5
20-02-1990,22.7,15.1,28,0,5
21-02-1990,21.7,15.4,28.9,0,5
22-02-1990,23.7,17.7,30.1,0,5
23-02-1990,23.7,18.7,29.7,0,5
24-02-1990,25.1,17.4,29.3,0,5
25-02-1990,25.4,20.2,31,0,5
26-02-1990,24.8,21.4,30.3,0,5
27-02-1990,25.4,20.1,30.6,0,5
28-02-1990,24.9,,28.5,2.8,5
01-03-1990,23,,27.7,2.8,5
02-03-1990,21.2,16,28.7,0,5
03-03-1990,22.9,15.5,28.7,0,5
04-03-1990,23,16,28.4,0,5
05-03-1990,23.9,19.5,29.5,0,5
06-03-1990,24.3,17.6,30.1,0,5
07-03-1990,23.7,19.3,30.6,0,5
08-03-1990,24.7,19.4,30.2,0,5
09-03-1990,23.2,19.1,30.2,0,5
10-03-1990,25.6,19,30.8,0,5
11-03-1990,25.1,20.8,29.4,0,5
12-03-1990,24.7,20.3,29.5,0,5
13-03-1990,24.9,20,29.8,0,5
14-03-1990,26.1,22.5,30.4,0,5
15-03-1990,26.4,,30.6,0,5
16-03-1990,27.3,22.4,33.3,0,5
17-03-1990,28.3,22.3,37.2,0,5
18-03-1990,27.6,22.6,32.1,0,5
19-03-1990,27.9,22.9,32.9,0,5
20-03-1990,29.6,22.5,36.3,0,5
21-03-1990,30.8,22.3,36.7,0,5
22-03-1990,28.4,22.3,34.2,0,5
23-03-1990,26.4,,30.5,0,5
24-03-1990,24,,28.3,0,5
25-03-1990,24.2,16.9,29.6,0,5
26-03-1990,24.4,19,29.1,0,5
27-03-1990,26.1,21.3,29.8,0,5
28-03-1990,27.1,23.5,31.7,0,5
29-03-1990,27,22.7,32,0,5
30-03-1990,26.7,23.3,31.1,0,5
31-03-1990,26.5,,32.1,0,5
01-04-1990,26.1,20.5,31.5,0,5
02-04-1990,27.3,21.5,32.5,0,5
03-04-1990,28.3,21.4,35.9,0,5
04-04-1990,26.7,21,30.9,0,5
05-04-1990,26.7,21.9,31.2,0,5
06-04-1990,26.6,21.9,30.2,0,5
07-04-1990,27.3,22.1,31.6,0,5
08-04-1990,28.4,23.3,33.6,0,5
09-04-1990,27.5,22.4,33.2,0,5
10-04-1990,27.4,21.9,32.3,0,5
11-04-1990,28.4,22.9,32.3,0,5
12-04-1990,27.6,22.7,32.6,0,5
13-04-1990,27.6,23.3,31.3,0,5
14-04-1990,27.4,23,32.1,0,5
15-04-1990,27.2,21.9,31.4,0,5
16-04-1990,27.4,22.7,31.2,0,5
17-04-1990,27.6,23.4,31.6,0,5
18-04-1990,28.1,,32.5,0,5
19-04-1990,28,23.8,31.6,0,5
20-04-1990,27.9,23.9,31.3,0,5
21-04-1990,28.1,24.3,31.8,0,5
22-04-1990,27.8,,31.5,0,5
23-04-1990,28.2,23.1,33.3,0,5
24-04-1990,29.2,23.5,33.5,0,5
25-04-1990,29.2,23.9,33.5,0,5
26-04-1990,28.7,25.8,32.7,0,5
27-04-1990,28.8,24.8,32.5,0,5
28-04-1990,28.3,24,32.7,0,5
29-04-1990,29.3,24.9,32.6,0,5
30-04-1990,28.3,25.1,32.7,0,5
01-05-1990,28.6,24.8,32.7,0,5
02-05-1990,28.8,24.4,32,0,5
03-05-1990,28.9,25.2,33.1,0,5
04-05-1990,29.2,25.5,32.4,0,5
05-05-1990,29.4,25.5,32.9,0,5
06-05-1990,29.8,26.3,33.7,0,5
07-05-1990,31.4,26.7,36.2,0,5
08-05-1990,31,27.8,35,1.3,5
09-05-1990,30.5,,33.1,0,5
10-05-1990,30.3,28.2,33.4,0,5
11-05-1990,29.2,27.5,32.5,0.5,5
12-05-1990,29.5,27.3,33,0,5
13-05-1990,29.8,27.7,32.6,0,5
14-05-1990,29.9,27.3,32.7,0,5
15-05-1990,30.1,27.7,33.2,0,5
16-05-1990,30.6,28.1,33.4,0,5
17-05-1990,30.2,27.5,33.6,2.3,5
18-05-1990,30.3,28.3,34,0,5
19-05-1990,30.7,27.2,33.7,1.5,5
20-05-1990,31.1,27.8,33.7,0,5
21-05-1990,29.9,27.3,34.5,,5
22-05-1990,30.5,26.3,34.2,0.8,5
23-05-1990,31.1,27.5,34.4,2.5,5
24-05-1990,31.3,28,34.2,0,5
25-05-1990,30.8,28.2,34.5,0,5
26-05-1990,,,,,5
27-05-1990,,,,,5
28-05-1990,,,,,5
29-05-1990,,,,,5
30-05-1990,25.9,,30.5,2.8,5
31-05-1990,27.1,23.5,29.7,57.9,5
01-06-1990,30.4,27.3,32.7,22.1,5
02-06-1990,29.4,26.5,33.1,0,5
03-06-1990,29.9,25.4,32.5,9.1,5
04-06-1990,27.6,,32.2,0,5
05-06-1990,29.8,25,32.5,71.9,5
06-06-1990,29.8,27.5,32.5,0,5
07-06-1990,29.9,26.2,32.5,,5
08-06-1990,29.6,25.4,32.7,1.3,5
09-06-1990,27.9,25.9,30.8,1.3,5
10-06-1990,29.4,,32.5,0,5
11-06-1990,29.9,26.9,32.7,0,5
12-06-1990,28.8,24.8,32.2,9.9,5
13-06-1990,30.5,26.5,33.1,20.6,5
14-06-1990,30.8,28.8,33,1.8,5
15-06-1990,28.8,,31.3,0.3,5
16-06-1990,26.7,24,29.5,150.1,5
17-06-1990,30.2,24.5,32.4,62,5
18-06-1990,30.1,28.5,32.5,0,5
19-06-1990,29.8,26.5,32,0.8,5
20-06-1990,30.1,28.6,32.2,0,5
21-06-1990,30,27.5,32.3,0,5
22-06-1990,30.2,27.8,32.5,,5
23-06-1990,29.8,27.3,32.2,1.3,5
24-06-1990,29.6,27.5,32.1,0,5
25-06-1990,28.5,,31.4,2,5
26-06-1990,26.4,24.5,28.1,20.6,5
27-06-1990,26.4,24.8,,116.3,5
28-06-1990,26.1,24.9,27.3,105.2,5
29-06-1990,26.8,25.3,28.5,78.5,5
30-06-1990,27.8,25.1,29.1,62.7,5
01-07-1990,29,27.3,30.7,13,5
02-07-1990,28.4,,,0,5
03-07-1990,28.3,27,29.2,7.9,5
04-07-1990,28.6,26.4,31.1,1.5,5
05-07-1990,28.2,26,30.4,2.3,5
06-07-1990,28.6,26,31.3,3.6,5
07-07-1990,27.6,,31.2,1.5,5
08-07-1990,26.3,24.3,30.7,20.8,5
09-07-1990,26.9,,31,39.9,5
10-07-1990,28.6,26.3,31,43.4,5
11-07-1990,28.3,26.9,31,1.8,5
12-07-1990,28.1,,30,3.3,5
13-07-1990,28.2,26,31.1,14.2,5
14-07-1990,28.9,25.8,31.2,9.9,5
15-07-1990,27.9,25,30.5,8.4,5
16-07-1990,26.4,24.6,28.7,36.1,5
17-07-1990,28.2,,,0,5
18-07-1990,28.1,25.8,30,4.1,5
19-07-1990,26.9,24.5,29.8,18.5,5
20-07-1990,26.8,23.9,28.5,44.7,5
21-07-1990,27.9,25.2,30.1,11.7,5
22-07-1990,28.1,25.9,30.1,0.3,5
23-07-1990,27.9,,30.5,1.3,5
24-07-1990,27.1,24.8,,15.2,5
25-07-1990,28.2,24.5,31,2.8,5
26-07-1990,28.2,25.3,30.5,3.8,5
27-07-1990,28.1,25.8,30.1,1.3,5
28-07-1990,28,25.9,30,2.8,5
29-07-1990,27.8,24.5,30.2,14.2,5
30-07-1990,27.8,,30.6,3,5
31-07-1990,28,26,30.7,5.1,5
01-08-1990,27.7,25.8,29.7,1.8,5
02-08-1990,27.8,26,30.6,2.8,5
03-08-1990,27.2,,30.4,1,5
04-08-1990,26.4,24.4,28.6,16.5,5
05-08-1990,26.3,24.8,29.7,13.7,5
06-08-1990,27.2,24.4,30.1,25.9,5
07-08-1990,27.7,25.9,30.5,3.6,5
08-08-1990,26.5,24.4,29.7,9.4,5
09-08-1990,26.8,,29,18.8,5
10-08-1990,26.8,,29.3,0,5
11-08-1990,26.2,24.3,28.4,87.9,5
12-08-1990,26.2,,29.2,20.1,5
13-08-1990,26.6,24.2,28.1,76.5,5
14-08-1990,27.2,,30.3,67.6,5
15-08-1990,25.7,24.3,,74.4,5
16-08-1990,26.1,24.8,27.1,76.7,5
17-08-1990,26.4,24.7,29.7,40.9,5
18-08-1990,25.7,23.6,27.2,26.7,5
19-08-1990,27.3,,30.5,0,5
20-08-1990,26.9,24.6,29.5,14,5
21-08-1990,25.9,24.3,27,26.4,5
22-08-1990,26.2,,27.7,0,5
23-08-1990,26.4,24,28.3,40.9,5
24-08-1990,26.7,,29.6,0,5
25-08-1990,26.8,23.9,,56.1,5
26-08-1990,26.4,24,,33.5,5
27-08-1990,27.1,24.2,30,20.1,5
28-08-1990,26.9,24,,20.6,5
29-08-1990,27.6,25.3,30.1,2.5,5
30-08-1990,27.7,26,29.7,0,5
31-08-1990,27.5,25.7,30,0.8,5
01-09-1990,27.5,,30.5,1.3,5
02-09-1990,26.9,24.7,30.7,2.8,5
03-09-1990,27.6,24,30.5,2.5,5
04-09-1990,27,,31,3.6,5
05-09-1990,25.6,24,27.6,47.8,5
06-09-1990,27.1,24.5,30.2,39.6,5
07-09-1990,27.8,24.2,30.9,20.3,5
08-09-1990,27.5,25.5,30,0.8,5
09-09-1990,27.8,25,30.8,7.4,5
10-09-1990,28.1,24.9,31,1.8,5
11-09-1990,27.6,25,30.6,0.5,5
12-09-1990,27.6,24.1,31,8.6,5
13-09-1990,27.6,24,30.9,3.3,5
14-09-1990,27.7,24.2,31,0,5
15-09-1990,26.8,24,30.5,7.6,5
16-09-1990,27.2,24.3,30.7,16.8,5
17-09-1990,27.4,,30.7,0,5
18-09-1990,27.1,23.9,30.8,,5
19-09-1990,27.1,,30.8,,5
20-09-1990,26.7,23.3,30.7,38.1,5
21-09-1990,26.8,23.8,29.4,1.3,5
22-09-1990,27.9,24.7,30.7,8.4,5
23-09-1990,28.2,25,31.1,0,5
24-09-1990,24.7,,26.3,49.5,5
25-09-1990,25.9,23.3,28.7,147.1,5
26-09-1990,26.5,23.3,29.7,82.3,5
27-09-1990,28,25.5,30.9,15.7,5
28-09-1990,25.6,24.1,28,5.3,5
29-09-1990,26.7,24.1,30,16,5
30-09-1990,26,22.7,29.5,33.3,5
01-10-1990,27.3,24.2,30.6,3,5
02-10-1990,27.7,24.3,30.7,0.5,5
03-10-1990,27.6,24.8,30.7,0,5
04-10-1990,27.5,23.7,31,0,5
05-10-1990,26.4,23.8,,7.6,5
06-10-1990,28.2,23.9,31,0,5
07-10-1990,28.6,25,32,0,5
08-10-1990,27.9,,32.1,,5
09-10-1990,27,24.2,30.7,17,5
10-10-1990,26.7,23.7,30.1,18.5,5
11-10-1990,26.8,24.2,30.1,25.9,5
12-10-1990,27.4,24.3,31,19.3,5
13-10-1990,26.3,,31,0,5
14-10-1990,26.9,22.9,33.3,0,5
15-10-1990,28.9,23.2,34.6,2.3,5
16-10-1990,28.8,,35.2,0,5
17-10-1990,27.8,22,34.7,0,5
18-10-1990,28.4,21.8,35.1,0,5
19-10-1990,29.1,22.4,35,0,5
20-10-1990,28.3,22.5,35.1,0,5
21-10-1990,28.3,22,35,0,5
22-10-1990,28.9,22.9,35.1,0,5
23-10-1990,29.6,23,34.7,0,5
24-10-1990,29.4,23.5,35,0,5
25-10-1990,29.1,24.5,34,0,5
26-10-1990,27,,31.6,,5
27-10-1990,28.1,24,32.5,0,5
28-10-1990,29,24.7,34.1,0,5
29-10-1990,29.4,24.9,34.6,0,5
30-10-1990,29.1,,33.9,0,5
31-10-1990,29.1,23.4,34,0,5
01-11-1990,28.6,23.8,34.1,0,5
02-11-1990,28.5,24.2,34.5,0,5
03-11-1990,26.9,20.4,33.4,0,5
04-11-1990,25.8,19.5,32.8,0,5
05-11-1990,25.9,18.9,33,0,5
06-11-1990,27.1,20,33,0,5
07-11-1990,26.5,22,31.7,0,5
08-11-1990,26.1,,31.6,0,5
09-11-1990,26.1,19.7,32.8,0,5
10-11-1990,26.4,20.2,32.6,0,5
11-11-1990,26.1,20.2,32,0,5
12-11-1990,26.7,20.5,33,0,5
13-11-1990,23.8,19.3,32.1,0,5
14-11-1990,26.5,19.6,33.7,0,5
15-11-1990,28.2,21.8,33.7,0,5
16-11-1990,29.4,25.4,34.4,0,5
17-11-1990,29.6,25,35.6,0,5
18-11-1990,28.7,25.5,32.5,0,5
19-11-1990,27.8,25.2,32.1,,5
20-11-1990,28.1,23.5,32.9,0,5
21-11-1990,26.6,22.9,33.8,0,5
22-11-1990,26.4,19.6,33.3,0,5
23-11-1990,27.4,19.5,34.2,0,5
24-11-1990,28.4,23,34.2,0,5
25-11-1990,28,22.8,34.5,0,5
26-11-1990,29.6,23,34.7,,5
27-11-1990,29.3,23.8,35.1,,5
28-11-1990,28.5,24.1,35,0,5
29-11-1990,28.4,24.8,33.8,0,5
30-11-1990,27.4,20,33.4,0,5
01-12-1990,27.2,21.5,33.3,0,5
02-12-1990,26.5,21.1,33.5,0,5
03-12-1990,28.1,22.4,34.6,0,5
04-12-1990,28.4,23.5,34.9,0,5
05-12-1990,28.8,23.3,34.7,13,5
06-12-1990,27,23.5,34.1,0,5
07-12-1990,27.5,22.5,34.3,0,5
08-12-1990,26.9,21.9,33.1,0,5
09-12-1990,23.9,,30.8,0,5
10-12-1990,24.4,17,31.9,0,5
11-12-1990,27.7,18.2,34.1,0,5
12-12-1990,27.7,23,33.7,0,5
13-12-1990,26.8,21,33.2,0,5
14-12-1990,24.9,,31.3,0,5
15-12-1990,24.9,17.8,32.3,0,5
16-12-1990,24.3,18.5,30.7,0,5
17-12-1990,24.6,18.8,31.3,0,5
18-12-1990,26.1,20.1,31.8,0,5
19-12-1990,26.3,,32,0,5
20-12-1990,24,17.2,31.2,0,5
21-12-1990,23.8,16.6,33,0,5
22-12-1990,25.2,17.8,33.3,0,5
23-12-1990,25.4,,32.5,0,5
24-12-1990,25.2,18,31.7,0,5
25-12-1990,26,19.2,32.2,0,5
26-12-1990,25.9,20.5,32.2,0,5
27-12-1990,,,,,5
28-12-1990,25.6,,32.1,0,5
29-12-1990,24.9,19.3,29.8,0,5
30-12-1990,22.9,,26.7,0,5
31-12-1990,20.1,,24,0,5
01-01-1991,18.4,10.3,25.1,0,5
02-01-1991,17.9,11,,0,5
03-01-1991,18.8,10,26.6,0,5
04-01-1991,20.5,11.9,29.2,0,5
05-01-1991,22.2,14.1,30.6,0,5
06-01-1991,22.3,15.2,29.2,0,5
07-01-1991,22,15.6,28.6,0,5
08-01-1991,20.4,14.1,28.6,0,5
09-01-1991,20.9,14.1,27.9,0,5
10-01-1991,20.4,13.4,26.9,0,5
11-01-1991,20.5,13.8,26.3,0,5
12-01-1991,20.7,12.1,27.1,0,5
13-01-1991,21.5,16.2,29,0,5
14-01-1991,21.5,13.7,30.1,0,5
15-01-1991,22.6,14.4,30.7,0,5
16-01-1991,22.1,15.9,30.3,0,5
17-01-1991,24.1,16.8,31,0,5
18-01-1991,21.7,16.3,28.5,0,5
19-01-1991,22.3,16,32.4,0,5
20-01-1991,24.1,17.5,32,0,5
21-01-1991,23.4,18.3,33.2,0,5
22-01-1991,23.8,17.2,32.8,0,5
23-01-1991,24.3,17.8,32.1,0,5
24-01-1991,25.7,16.7,33.2,0,5
25-01-1991,25.6,18.8,33.8,0,5
26-01-1991,26.7,20.8,35.6,0,5
27-01-1991,27.4,20.2,36.1,0,5
28-01-1991,26.3,17.7,35.2,0,5
29-01-1991,26.6,17.9,33.1,0,5
30-01-1991,25.3,18.2,34,0,5
31-01-1991,24.3,18,30.7,0,5
01-02-1991,23,17,29.3,0,5
02-02-1991,22,16,29.3,0,5
03-02-1991,22.1,14.2,28.5,0,5
04-02-1991,23.2,15.8,31.2,0,5
05-02-1991,23.2,,30.8,0,5
06-02-1991,23.9,17,30.6,0,5
07-02-1991,25.1,15.7,31,0,5
08-02-1991,25.3,17.6,32.7,0,5
09-02-1991,26.5,19.2,32.3,0,5
10-02-1991,26.6,20.9,33.1,0,5
11-02-1991,25,19.2,30.8,0,5
12-02-1991,23.4,19,29,0,5
13-02-1991,23.4,16.6,31.1,0,5
14-02-1991,24.6,17,31,0,5
15-02-1991,24.3,17.1,32.3,0,5
16-02-1991,23.3,17.4,28.7,0,5
17-02-1991,21.6,15,26.7,0,5
18-02-1991,21.8,14.2,27.7,0,5
19-02-1991,22.2,13.7,29.5,0,5
20-02-1991,22.2,15.8,28.9,0,5
21-02-1991,24.7,,,0,5
22-02-1991,25.7,20,31,0,5
23-02-1991,24.5,18.4,30.2,0,5
24-02-1991,25,18.7,,0,5
25-02-1991,25.3,19,31.2,0,5
26-02-1991,23.9,,30.3,0,5
27-02-1991,24,17.9,,,5
28-02-1991,23.7,18,,0,5
01-03-1991,23.2,16.8,28.5,0,5
02-03-1991,25.3,18.5,32,0,5
03-03-1991,25.6,,30.9,0,5
04-03-1991,23.7,19.2,30,0,5
05-03-1991,24.3,18.4,30.4,106.9,5
06-03-1991,25.5,19.9,30.3,0,5
07-03-1991,24.9,18.4,30,0,5
08-03-1991,22.6,18.7,,,5
09-03-1991,26.2,18.2,32.8,0,5
10-03-1991,26.1,19.8,31.2,,5
11-03-1991,26,20.2,31.3,0,5
12-03-1991,26.2,19.1,32.6,0,5
13-03-1991,25.9,19.5,31.6,0,5
14-03-1991,26.6,19.3,31,0,5
15-03-1991,26.4,20.7,32,0,5
16-03-1991,25.8,19.8,33.1,0,5
17-03-1991,26.2,16.5,32.9,0,5
18-03-1991,26.4,20,32.7,0,5
19-03-1991,26.8,20.2,31.9,0,5
20-03-1991,26.1,20.2,32,0,5
21-03-1991,25.4,20.7,31.3,0,5
22-03-1991,25.6,20.5,30.8,0,5
23-03-1991,24.9,21.2,29.4,0,5
24-03-1991,25.6,20.7,31.2,0,5
25-03-1991,28.5,20.1,35.7,0,5
26-03-1991,30.3,20.1,38.7,0,5
27-03-1991,28.3,24.5,33,0,5
28-03-1991,27.9,24.1,32.9,0,5
29-03-1991,29.4,,33.3,0,5
30-03-1991,28.5,25,34.3,0,5
31-03-1991,28.8,25.7,33.7,0,5
01-04-1991,29,25.9,33.3,0,5
02-04-1991,28.6,25.8,32,0,5
03-04-1991,29,26.1,33,0,5
04-04-1991,29.2,25.1,33.6,,5
05-04-1991,27.2,22.6,33.3,0.5,5
06-04-1991,28.7,24.5,33.9,0,5
07-04-1991,27.8,24.6,32.7,0,5
08-04-1991,28.9,22.5,33.6,0,5
09-04-1991,28.7,24.4,33.3,0,5
10-04-1991,28,24.3,31.8,0,5
11-04-1991,28.1,23.6,32.3,0,5
12-04-1991,28,23.6,32.1,0,5
13-04-1991,29.2,24.5,32.9,0,5
14-04-1991,30.2,25.3,34.7,0,5
15-04-1991,29.1,24.3,33,0,5
16-04-1991,28.2,24.5,33,0,5
17-04-1991,30.2,25.4,36.5,0,5
18-04-1991,30.3,23.1,35.8,0,5
19-04-1991,29.8,25.6,34.9,0,5
20-04-1991,29.3,24.1,33.4,0,5
21-04-1991,28.9,24.3,33.3,0,5
22-04-1991,29.2,24.5,33.3,0,5
23-04-1991,28.2,24.2,32.3,0,5
24-04-1991,29.2,24.5,32.7,0,5
25-04-1991,29.7,25.6,33.4,0,5
26-04-1991,29,24.7,32.6,0,5
27-04-1991,29.2,25.1,,0,5
28-04-1991,29.5,26.5,32.9,0,5
29-04-1991,28.8,26.3,32.5,0,5
30-04-1991,29.4,25.7,32.4,0,5
01-05-1991,29.5,26.9,32.6,0,5
02-05-1991,29.3,25.5,32.8,0,5
03-05-1991,29.9,26,34.3,0,5
04-05-1991,29.5,25.7,32.7,0,5
05-05-1991,29.4,25.7,32.8,0,5
06-05-1991,29.4,25.6,32.8,0,5
07-05-1991,29.3,26.1,33,0,5
08-05-1991,29.7,27.3,33.1,0,5
09-05-1991,30.1,26.6,33,0,5
10-05-1991,30.2,28,33,0,5
11-05-1991,29.4,25.7,,0,5
12-05-1991,30.2,27.4,35.2,0,5
13-05-1991,30.1,27,34.2,0,5
14-05-1991,30.1,26.9,33.6,0,5
15-05-1991,,,,,5
16-05-1991,30.5,27.3,32.5,0.5,5
17-05-1991,30.4,28.5,33.6,0,5
18-05-1991,30.4,,33.7,0,5
19-05-1991,30.7,26.1,33.7,0,5
20-05-1991,30.3,27.3,34,0,5
21-05-1991,30.6,27.1,34.8,0,5
22-05-1991,31.1,27.5,33.7,0,5
23-05-1991,30.8,28.5,34.1,0,5
24-05-1991,30.9,27.1,33.1,0,5
25-05-1991,31.3,28.7,34.1,0,5
26-05-1991,31.2,27.8,34.1,0,5
27-05-1991,31.1,29.3,34.5,0,5
28-05-1991,31.2,28,34.2,0,5
29-05-1991,32.2,29.2,37.1,0,5
30-05-1991,31.3,29.1,34.1,0,5
31-05-1991,31.1,27.7,34,0,5
01-06-1991,31.2,28.5,34,0,5
02-06-1991,30.7,,,,5
03-06-1991,31.5,26.9,34.3,0,5
04-06-1991,31.3,29.2,34.3,0,5
05-06-1991,31.5,,34.4,0,5
06-06-1991,29.8,,33.7,6.9,5
07-06-1991,28,24.4,31.5,179.6,5
08-06-1991,27,24.6,,55.1,5
09-06-1991,25,23,29.6,351,5
10-06-1991,26.8,22.7,,399,5
11-06-1991,30.1,26.3,32.2,1.8,5
12-06-1991,30.4,28.2,32.8,0.8,5
13-06-1991,30.4,28.3,32.7,0,5
14-06-1991,30.5,28.1,,0,5
15-06-1991,30.8,27.7,33,0,5
16-06-1991,30.5,28.3,32.5,,5
17-06-1991,30.5,28.7,32.6,0,5
18-06-1991,29.9,28.1,31.7,,5
19-06-1991,30.1,26.3,31.7,,5
20-06-1991,29.7,27.3,32.3,,5
21-06-1991,29.6,27.1,32.5,,5
22-06-1991,29.9,27.2,32.6,0,5
23-06-1991,30,27.8,32.5,0,5
24-06-1991,29.9,27.6,32.5,0,5
25-06-1991,30.2,26.7,32.8,0.8,5
26-06-1991,30.3,27.9,32.7,0,5
27-06-1991,30.3,27.3,33,0,5
28-06-1991,29.2,,32.4,,5
29-06-1991,27.9,25.2,31,4.8,5
30-06-1991,26.7,24.1,28.1,18,5
01-07-1991,27.8,25.4,31.3,10.9,5
02-07-1991,26.2,24.2,30.9,43.2,5
03-07-1991,27.8,23.7,31.2,38.4,5
04-07-1991,27.5,25.1,30.5,11.7,5
05-07-1991,29,23.7,31.3,65,5
06-07-1991,29.8,27.8,31.8,1.3,5
07-07-1991,29.1,27.4,31.8,0.5,5
08-07-1991,29.8,,31.8,0,5
09-07-1991,27.3,,29.8,0.5,5
10-07-1991,27.1,25,28.9,13.5,5
11-07-1991,27.3,25.3,30.1,1.5,5
12-07-1991,26.6,25.2,29.5,27.9,5
13-07-1991,25.8,24.1,26.4,121.7,5
14-07-1991,26.2,24.5,27.6,51.1,5
15-07-1991,26.6,24.6,27.6,42.9,5
16-07-1991,25.8,24.5,26.9,60.2,5
17-07-1991,25.9,24.3,27.4,,5
18-07-1991,26.1,24.4,,,5
19-07-1991,27.5,25.1,30.5,14.2,5
20-07-1991,27.6,25.1,30.3,14.5,5
21-07-1991,27.4,25,30.4,14.5,5
22-07-1991,28.4,24.6,30.6,16,5
23-07-1991,28.1,24.5,30.4,0,5
24-07-1991,28.2,24.6,30.2,30.2,5
25-07-1991,26.8,25.5,29.3,8.6,5
26-07-1991,26.6,24.7,29.4,15.2,5
27-07-1991,26.2,,,0,5
28-07-1991,27.1,,29.7,,5
29-07-1991,27.6,25,29.6,18.5,5
30-07-1991,27.5,26,29.9,5.6,5
31-07-1991,27.6,,29.6,0,5
01-08-1991,27.8,25.8,30.2,5.8,5
02-08-1991,26.6,25.1,29.9,1.5,5
03-08-1991,27.3,24.8,30.5,8.9,5
04-08-1991,27.8,25.4,30,5.3,5
05-08-1991,26.9,25,29.7,4.3,5
06-08-1991,26.4,24.5,29.7,10.2,5
07-08-1991,27.6,,30.2,0,5
08-08-1991,27,,29.5,,5
09-08-1991,27.1,24.6,29.7,,5
10-08-1991,28,25.4,30.6,3,5
11-08-1991,27.9,,30.4,6.6,5
12-08-1991,27.7,25,30.1,8.1,5
13-08-1991,26.9,24.7,30.3,7.4,5
14-08-1991,27.5,24.3,30.3,17.5,5
15-08-1991,26.9,,29.7,0,5
16-08-1991,26.8,24.5,30.3,8.6,5
17-08-1991,27.3,24.7,29.7,25.9,5
18-08-1991,26.7,24.6,29.8,11.4,5
19-08-1991,27.7,24.5,30.1,21.6,5
20-08-1991,26.4,25,30.3,11.2,5
21-08-1991,26.9,24.3,29.9,16.5,5
22-08-1991,26.7,24.5,30,9.4,5
23-08-1991,27,23.9,30.5,9.7,5
24-08-1991,26.7,24.3,28.5,5.8,5
25-08-1991,27.6,24.8,30.6,12.2,5
26-08-1991,27.4,23.7,30.2,6.4,5
27-08-1991,27.8,25.7,29.9,0,5
28-08-1991,27.5,25.1,30.5,1,5
29-08-1991,27.6,24.7,30.9,1.3,5
30-08-1991,27.8,26,30,0,5
31-08-1991,27.1,,30.3,4.1,5
01-09-1991,26.4,23.8,30.2,9.7,5
02-09-1991,26.4,23.7,28.1,17.8,5
03-09-1991,26.2,23.9,28.5,8.4,5
04-09-1991,27.2,24.3,30,8.4,5
05-09-1991,27.3,24.6,30.6,2,5
06-09-1991,27.1,24.8,,3.3,5
07-09-1991,27.9,24.5,30.5,4.3,5
08-09-1991,27.6,,31.1,0,5
09-09-1991,27.3,25.5,30.8,,5
10-09-1991,26.8,24.2,,,5
11-09-1991,27.6,24.1,30.6,0,5
12-09-1991,27.1,23.5,31.2,0,5
13-09-1991,27.4,23.9,30.8,0,5
14-09-1991,27.9,24.9,30.9,0,5
15-09-1991,27.6,24.3,,0,5
16-09-1991,27.5,23.9,30.8,0,5
17-09-1991,27.5,,31.1,0,5
18-09-1991,26.9,24,30.1,,5
19-09-1991,26.9,23.8,31,0,5
20-09-1991,27.5,23.7,30.5,,5
21-09-1991,28.3,25.6,30.6,0,5
